username,reported_following,reported_followers,processed_following,processed_followers
sbaji,1592,1015,1592,34
MasakhaneNLP,0,0,0,0
DannyDongXJ,0,0,0,0
_Alex_Moura,0,0,0,0
gregshookem,1255,262,1255,0
winwithdiego,2682,3122,2683,0
peakcooper,1181,1813,1181,5
arieda_muco,2883,1563,2883,3
jay__cunningham,1434,1332,1434,17
reshmigh,2381,1201,2381,29
callmeshuklaji,2241,351,2241,5
BEBischof,0,0,0,0
rahuldave,5264,1806,5264,34
HendrikMakait,0,0,0,0
economicas_unlp,3298,9640,3298,0
jason_trost,1490,3000,1490,7
MariaNedoro,0,0,0,0
zouharvi,2330,2498,2330,132
mingyu_ma,922,420,922,27
arkosiorek,567,7783,567,108
joshualin24,1293,483,1293,16
anmarasovic,599,5162,599,221
ShirinlShahabi,0,0,0,0
ghazalkhn,426,309,426,35
shubhamjain_11,2060,166,2060,3
ehsanasgharzde,147,32,147,0
JieyuZhang20,0,0,0,0
yohannesthaile,126,19,126,0
pyotam2,753,493,753,0
thalesians,4675,4198,4675,14
alepiad,1222,16819,1222,77
ARTEMKHOKHLOV6,0,0,0,0
zeniro_codes,251,14,251,0
irraris,178,7,178,0
thebiggercypher,1751,43,1751,1
mboyanna,832,188,832,3
EvidentlyAI,0,0,0,0
fmind_dev,159,82,159,3
EduvigisOrtiz,0,0,0,0
lcfreisi,424,202,424,2
jitsiguide,14,11,14,0
_essogbe,681,63,681,0
sandrogauci,1785,3761,1785,1
AlizaChazanTalk,0,0,0,0
mdda123,1617,868,1617,27
ilanarabulnet,246,75,246,0
SashrikaKaur,0,0,0,0
Clarity_Loop,0,0,0,0
SifaniSifaniII,0,0,0,0
Mahi20909328,0,0,0,0
james_c_wu,224,306,224,3
toshishj,379,296,379,1
TusharMishra23,0,0,0,0
AliciaHeraz,0,0,0,0
SabaHi_tech,0,0,0,0
theklineventure,2147,21417,2147,6
davidjbrossard,2304,1361,2304,3
davincisdigital,3736,2424,3736,12
Pavo_AI,0,0,0,0
srijanskt2,67,4,67,0
olivierjeunen,505,901,505,23
Sakkshie30,0,0,0,0
Info_Currency,0,0,0,0
dynemetis,1555,346,1555,2
StreamlineLite,0,0,0,0
neurons_lab,1275,237,1275,2
mark_riedl,1057,32461,1057,382
yoavartzi,179,16742,179,375
SeunITSM,0,0,0,0
jimoh_is_good,1687,1022,1687,0
imontepez,6571,673,6571,1
arsalanbashir,1493,3366,1493,2
wxynot,4372,2512,4372,6
charrtay,2157,622,2157,7
cognilytica,2712,2337,2712,14
Kartikey20Gupta,0,0,0,0
priyamjain1105,106,22,106,0
OR_RWTH,0,0,0,0
nlpterry,1650,3408,1650,0
WRichardsonMS,0,0,0,0
elyassi_ali,1045,143,1045,0
dianarycai,556,4187,556,86
owl_posting,800,10850,800,80
an1lam,549,1177,549,11
akhiljalan01,284,74,284,0
mukundc2k,166,34,166,3
paul_rottger,534,2362,534,74
Raakiin1,0,0,0,0
em_alam,825,936,825,12
__sharling__,442,48,442,1
anne_lauscher,462,1142,462,55
SercanKiyak2,0,0,0,0
schen_7,322,22,0,3
wt_chung,1087,436,1087,12
gsarti_,1883,2097,1883,96
daptontech,846,65,846,0
YuanqiD,0,0,0,0
jctopping,51,129,51,6
HannesStaerk,0,0,0,0
Pseudomanifold,0,0,0,0
Francesco_dgv,0,0,0,0
crisbodnar,1794,5477,1794,99
victoriaduben,430,293,430,1
_lewtun,526,16367,526,252
N1colAIs,0,0,0,0
reschip,52,2,52,0
Kush_D_Jain,0,0,0,0
EartherAI,0,0,0,0
kevinzhu88,333,134,333,0
metaphdor,875,760,875,18
mythicaldisco,119,2,0,0
tiangolo,327,78366,327,186
alphaspeech_ai,196,5,196,0
migballesteros,1670,2596,1670,114
cogitotech,3087,2140,3087,10
toniperamaki,8037,9472,8037,11
airplouffe86,4116,20401,4114,0
Sarthak64584824,0,0,0,0
raouf_ks,866,180,866,2
martinsintel,161,6,161,0
zephyrzilla,3256,315,3256,8
cataluna84,3822,985,3822,31
Melvinfokam,0,0,0,0
zxlzr,2407,2968,2407,82
Colt5en,0,0,0,0
n0deWhisperer,0,0,0,0
Max_Packetloss,0,0,0,0
LogicOrion,0,0,0,0
alg0RhythmX,0,0,0,0
VoiSpark,0,0,0,0
GamesStrategic,0,0,0,0
benthebearded,107,398,107,0
Gurucul,0,0,0,0
atupem,425,567,425,1
WorkMJ,0,0,0,0
ethankurz,435,22878,435,19
CodaExpert,0,0,0,0
jack_skahan4,2185,817,2185,1
robmarkcole,4115,10987,4115,36
ghadiaravi13,277,22,277,0
idanmasas,362,7181,362,8
danmachinelearn,3013,707,3013,8
JanaB85776,0,0,0,0
loray_juan,41,20,41,0
machsci,712,10799,712,83
alejandroll10,2402,6665,2402,9
xah_lee,724,5149,723,2
_mihirpatel67,1720,320,1720,1
jonasgeiping,785,4073,785,106
hemhemoh,1217,1497,1217,10
LBacco1,0,0,0,0
BlitzAI4human,0,0,0,0
1littlecoder,835,18589,835,122
zoeykii,461,328,461,32
Vethssvikas,0,0,0,0
BIGStudioNET1,0,0,0,0
DevkateYog2802,0,0,0,0
WhisperingGeist,0,0,0,0
colesussmeier,258,61,258,0
KAOS72536021,0,0,0,0
lekan_digital,951,1119,951,3
viksit,4879,3088,4879,8
gandamu_ml,6706,15900,6706,42
DataSciSalon,0,0,0,0
RobertsPaige,0,0,0,0
GuruCharan4936,0,0,0,0
Akshit_2X,0,0,0,0
sfahad,7488,874,7488,2
Nouamanetazi,0,0,0,0
PicoGPT,0,0,0,0
maxime_beau,747,511,747,2
ShunShao6,0,0,0,0
rtiweb,1428,287,1428,0
sivareddyg,1047,5603,1047,233
tetraduzione,1402,5191,1402,136
mundt_martin,600,2350,600,56
ko175041,421,18,421,0
Jianing9810,0,0,0,0
Grigoris_c,0,0,0,0
paragmedsinge,932,45,932,0
dabalpedamonti,190,46,190,1
goatslider,19,212,19,1
Ksquarrd,0,0,0,0
aparnadhinak,1332,5530,1332,79
vastidity,1542,4353,1542,4
jasonwafula87,45,1,45,0
AmitMeghanani,0,0,0,0
ZeerakTalat,0,0,0,0
Nina_YuningDing,0,0,0,0
aineojk,7500,271,7500,5
icon2021nlp,521,50,521,0
nish_ashok,909,139,909,13
LeonDerczynski,0,0,0,0
PaltaShramay,0,0,0,0
shauryr,1792,1050,1792,26
AliAlmu02285303,0,0,0,0
windx0303,4450,4348,4450,120
Animesh24850762,0,0,0,0
IanMagnusson,0,0,0,0
dbamman,678,4575,678,121
Manzarii,0,0,0,0
Murhaf,0,0,0,0
GVigneshKannan,0,0,0,0
im_ashishsinha5,997,48,997,1
Zach0__,0,0,0,0
Xu_Xinming,0,0,0,0
mvpatel2000,503,5652,503,150
leavittron,916,2531,916,81
davisblalock,169,14525,169,219
JacobianNeuro,0,0,0,0
ADZanderWest,0,0,0,0
stephenx_,557,123,557,5
neilbband,629,1065,629,50
Haanie_h,0,0,0,0
chrmanning,224,148913,224,847
KaushalMaurya94,0,0,0,0
drscotthawley,1336,2806,1336,35
andromeda74356,1314,582,1314,6
casper_hansen_,418,8437,418,114
georgejrjrjr,1001,3789,1001,31
BhattGantavya,0,0,0,0
yash_kh12,1551,648,1551,10
NathanWilbanks_,0,0,0,0
nishnik,905,1081,904,17
p_kris10,321,6,321,0
0xalain_,1118,640,1118,0
masoudonx,6743,426,6743,3
hbouamor,392,688,392,38
zaidalyafeai,531,5304,531,66
firojalam04,828,609,828,21
mjarrar,893,1218,893,32
_ArabicNLP,0,0,0,0
wzaghouani,714,811,714,21
CamelNlp,0,0,0,0
OleksaBerezhnyi,0,0,0,0
i_abufarha,556,669,556,26
linuxpotter,1381,554,1381,8
ipsita_praharaj,1674,208,1674,0
bastiengares,6905,2505,6905,7
gfdb_,266,29,266,0
Maureendss,0,0,0,0
Medaptus,0,0,0,0
aviatorpranoy,835,145,835,0
aminr110,926,172,926,0
jiazhi_yang2024,1807,299,1807,5
henryHM_ko,0,0,0,0
LiveMatrixCode,0,0,0,0
15_anup,334,67,334,2
LangProc,0,0,0,0
siddalmia05,446,1466,446,79
_hiroaki_ito_,374,283,374,1
ResCoding,0,0,0,0
david_van_dijk,3737,4738,3737,59
C_Glastonbury,0,0,0,0
vincentmillions,724,406,724,13
AdiPolak,0,0,0,0
ndemir,279,960,279,5
FelixCLC_,0,0,0,0
joungMax,0,0,0,0
JerryYin777,0,0,0,0
Leostream,0,0,0,0
UCResearchARC,0,0,0,0
RhettShipp,0,0,0,0
arunneelivelil,1795,357,1795,0
MLHacks,0,0,0,0
aamerjamil,2203,137,0,0
BilalAKayani,0,0,0,0
AbhayPuri98,0,0,0,0
m_jackermeier,88,22,88,1
Parfilov,0,0,0,0
HaoqinT,0,0,0,0
heycrk,384,145,384,5
ApoorvAgnihotr2,0,0,0,0
its_talkeen,171,5,171,0
Tkaraletsos,0,0,0,0
MathildeBbrbdls,0,0,0,0
BtcanalizCoin,0,0,0,0
salihoktayakar,3068,4454,3068,0
heathwblack,1129,3889,1129,11
rodosingh23,3118,316,3118,7
SiddharthBetal,0,0,0,0
samdcbu,7253,1345,7253,5
ella_rae,436,209,436,0
braindersnn,1634,594,1634,9
acidflask,3047,4187,3047,55
byryuer,1479,2936,1479,135
itay__nakash,455,171,455,19
agostina_cal,610,823,610,48
MalihehIzadi,0,0,0,0
nikhilsksharma,989,477,989,34
radamihalcea,593,9623,593,266
LucianaBenotti,0,0,0,0
SSergienko,0,0,0,0
rohitkeshwanii,943,155,943,1
Ahtisha44118956,0,0,0,0
saramagliacane,1519,3269,1519,79
sendgoodcheers,4650,2378,4650,18
JaredWatts02,0,0,0,0
Br41ndr0p,0,0,0,0
deltafarmland,332,380,332,0
FaezeGhorbanpor,0,0,0,0
MinaLee__,0,0,0,0
OscarLi101,0,0,0,0
eytan,262,3138,262,43
cjziems,937,940,937,68
2plus2make5,804,9150,804,166
liang_weixin,730,1345,730,50
Diyi_Yang,0,0,0,0
yi_xin_dong,634,479,634,17
MatRavox,0,0,0,0
ChengleiSi,0,0,0,0
nikhilbarhate99,806,203,806,3
ChrisMcAlpine,0,0,0,0
albert_obgolts,801,120,801,1
natbrunell,4803,389888,4803,15
MrColeslaw972,0,0,0,0
bagelsAI,0,0,0,0
SinclairWang1,0,0,0,0
AlexAag1234,0,0,0,0
vineeth_kada,689,52,689,2
ZeyuQin_alan,0,0,0,0
sjoshi804,2473,1312,2473,63
sivil_taram,721,3929,721,109
theandrewsiah,1404,293,1404,7
vaibhav_adlakha,1103,890,1103,55
bretgr,1654,224,1654,0
YoungseogC,0,0,0,0
YangjunR,0,0,0,0
herbiebradley,2013,2852,2013,50
cvi94,323,112,323,4
artem_milinchuk,2264,706,2264,0
hellochangg,329,342,329,6
RyanLagasse9,0,0,0,0
dantkz,666,1267,666,16
scriptide,201,224,201,2
brianwilt,946,3069,946,18
sheardcat,969,1849,969,0
rantlab,173,229,173,2
sujee_dev,235,54,235,0
freecolabgpu,670,18,670,1
taylorxc_,1781,394,1781,0
Andrea33054704,0,0,0,0
in4dmatics,633,347,633,20
DanielleBenecke,0,0,0,0
Markjudehurley,0,0,0,0
HeatherPhysioc,0,0,0,0
wanglume,674,625,674,1
ank_parikh,3530,3235,3530,156
francescazfl,307,382,307,15
reversegremlin,583,744,583,1
CelineLinatGT,0,0,0,0
cs_peter_lorenz,1117,120,1117,3
Jjjjzzzzzzz,0,0,0,0
ChentianyeXu,0,0,0,0
valofpszz,513,417,513,2
dromanocpm,3452,4854,3451,16
IXITimmyIXI,0,0,0,0
yizhe_ang,2633,1004,2633,7
RebekahLJackson,0,0,0,0
jscottrutter,2529,802,2529,0
iamgurudevv,2577,107,2577,0
yvesjean,524294,741597,524292,4
devDanaher,0,0,0,0
yanshan_wang,1070,1200,1070,19
eagle_hz,1054,664,1054,36
hanzhao_ml,1305,3123,1305,102
probablybots,341,626,341,19
rajuraman45,475,49,475,0
UNgethe,0,0,0,0
RahamanJamilur1,0,0,0,0
HJCH0,0,0,0,0
Allen_Schmaltz,0,0,0,0
LiyanTang4,0,0,0,0
snyrai_,687,199,687,20
gentaiscool,838,1790,838,100
hllo_wrld,491,5219,491,201
peizNLP,0,0,0,0
xiangrenNLP,0,0,0,0
ysu_nlp,936,10308,936,273
SFResearch,0,0,0,0
jegede_tegan,5374,169,5374,3
brucertempleton,605,208,605,0
TerLucile,0,0,0,0
AI_Revenues,0,0,0,0
weakly_typed,553,235,553,2
tejastmh,494,216,494,1
mertbozkirr,0,0,0,0
lenadroid,3987,20650,3987,49
MyGlobalPR,0,0,0,0
afeyzaakyurek,751,866,751,34
DavidJohns38084,0,0,0,0
hiramring,1723,1306,1723,0
AvshalomM,0,0,0,0
harish,1533,1945,1533,54
abhimanyu7c2,2109,206,2109,3
zhksh,411,26,411,0
moonakondo,40,3,40,0
robsalk,5902,6192,5902,2
AviGamoran,0,0,0,0
shi_weiyan,1192,5333,1192,175
marketph,949,204,949,0
AnuvabhDutt,0,0,0,0
gauthamkrishna_,5265,591,5265,14
owenhaoliu,359,144,359,6
francescortu,1135,234,1135,15
BrihiJ,0,0,0,0
Uskawbtcik_9,0,0,0,0
ArchikiPrasad,0,0,0,0
KeremZaman3,0,0,0,0
matthen2,2505,79529,2505,173
boknilev,1040,4811,1040,216
JessSorrell,0,0,0,0
Ahrenkilde76,0,0,0,0
ljupc0,6078,5278,6078,16
dongzha35524835,592,545,592,15
cs_lisheng,5711,602,5711,9
TashaPais,0,0,0,0
ninon_lize,367,457,367,7
neohack22,714,309,714,0
ivanfioravanti,925,15004,925,101
Sauers_,0,0,0,0
englishpaulm,741,10212,740,11
RaselBi76834322,0,0,0,0
GokuMohandas,0,0,0,0
kushalc,729,1596,729,0
ronit__raj,599,32,599,1
aditya_NN_Ninja,0,0,0,0
jluo63535,1372,101,0,0
_alfaarisi,297,168,297,0
MurrayMacdonald,0,0,0,0
ethicating,534,56,534,2
firstquadrant,84,185,84,2
theerinmoore1,249,40,249,0
Kausikstwt,0,0,0,0
yadav_arav99,12,0,12,0
MichaelBlakeDev,0,0,0,0
ziguratt,2575,1492,2575,8
cyrexez_,1733,428,1733,0
LichangChen2,0,0,0,0
HarmonieOasis,0,0,0,0
DISummit2030,0,0,0,0
happylinks,3331,725,3331,2
spencerc99,1043,4939,1044,17
joelbot3000,1907,6530,1907,73
alekhkemeny,602,34,602,0
NavyaNizamkari,0,0,0,0
Cognogent,0,0,0,0
ashayasharma,602,323,602,0
iskander,4045,6142,4045,32
rdkbio,7084,750,7083,12
jonahfreedman,1845,10190,1845,1
pauljadam,1701,4896,1701,2
RosellaZhuQ,0,0,0,0
kitten_beloved,644,22653,644,11
junli_r84995,67,3,67,1
Jasperli0202,0,0,0,0
MarcRomeyn,0,0,0,0
paeneinsula,964,54,964,0
__sunil_kumar_,503,1521,503,38
shrianand85,366,49,366,0
NFLFrascella,0,0,0,0
dysinger,1236,4455,1236,8
HanauerMatthias,0,0,0,0
itidoltech,337,302,337,0
ronaldmannak,5445,5214,5445,29
ajhinh,156,19,156,0
KyleCranmer,0,0,0,0
ishanjmukherjee,3056,52,3056,1
ekhoward,2650,2587,2650,0
renegadesilicon,508,1297,508,18
zkmn73,563,21,563,0
matrix_dev_,391,133,390,0
mhrnz_m,628,757,628,31
philoneuria,247,18,247,0
mertrory,810,5590,810,37
ArnabMondal96,0,0,0,0
BowenYi2003,0,0,0,0
KaciLisen,0,0,0,0
AnjneyMidha,0,0,0,0
RisingSayak,0,0,0,0
vishwagra,888,246,888,2
OmarAtef3221,0,0,0,0
JoshMandell55,0,0,0,0
theqowerfulHRV,0,0,0,0
PrefectIO,0,0,0,0
thep0werfullHRV,0,0,0,0
realmario,172,574,172,1
HakimInvernizzi,0,0,0,0
MimeeXu,0,0,0,0
vwritescode,1591,305,1591,1
DpacGopinath,0,0,0,0
mageed,2196,2723,2196,52
Vanilla_HTML,0,0,0,0
ekamioka,3135,294,0,1
ChalicePoison,0,0,0,0
Jon_Hartley_,0,0,0,0
MonicaNAgrawal,0,0,0,0
DrBlytheAdamson,0,0,0,0
mszepien,4188,445,4188,4
ramith__,3956,975,3956,25
shieldui,8767,2846,8767,3
nmwsharp,287,5728,287,54
adip_cv,34,6,34,0
UncleJGE,0,0,0,0
ScottieFoxTTV,0,0,0,0
natalevinto,769,1326,769,4
DawnAtUSF,0,0,0,0
BharatR123,0,0,0,0
reachbp,332,348,332,6
jieyuzhao11,792,3159,792,156
AntonAbilov,0,0,0,0
_himanshu0113,269,40,269,0
rahulsee98,219,33,219,2
rodrigfnogueira,310,1703,310,50
RetrieveRerank,0,0,0,0
pchandarr,772,759,772,10
chowdhurysay,511,177,511,0
michahu8,620,732,620,50
lakeesiv,1437,397,1437,5
rachakonda12403,573,20,573,0
SportMDAnalysis,0,0,0,0
sheshadriglb,275,52,275,0
ivrpowers,8819,9587,8819,8
sa_mous,649,326,649,0
ajayyy4y,1117,984,1117,4
ShahdSafarani,0,0,0,0
den_herrewegen,676,74,676,1
liang_fab_akira,873,1934,873,30
jfitzsimons,582,7761,582,22
sandeshkatakam,2465,194,2465,2
ke_huang275,135,2,135,0
koustuvsinha,778,2904,778,115
ZakharovSergeyN,0,0,0,0
hbXNov,0,0,0,0
ziling_cheng,93,46,93,7
Meng_0209,0,0,0,0
McGill_NLP,0,0,0,0
jad_kabbara,751,1343,751,58
Insanely_Sane01,0,0,0,0
Anikait_Singh_,0,0,0,0
qiancheng1231,675,602,675,30
saloni_p,244,324,244,30
PSH_Lewis,0,0,0,0
Kumarcentosh,0,0,0,0
IOKSALLC,0,0,0,0
aboros98,1070,77,1070,2
taruntater3,694,89,694,4
KattaSrikar,0,0,0,0
AbdullahAlImran,0,0,0,0
krisgligoric,1021,3769,1021,117
ZhijingJin,0,0,0,0
sarahwiegreffe,1093,4652,1093,211
ChihHaoFang1,0,0,0,0
TienDat104,0,0,0,0
lucy3_li,1666,5217,1666,230
ims_stuttgart,216,278,216,10
Tunaz_Islam,0,0,0,0
seidtweets,1450,2592,1450,8
JoshNursing,0,0,0,0
siddrrsh,2737,2822,2736,38
dmort27,1771,2151,1771,93
nlauchande,4969,763,4969,10
mitultiwari,554,1089,554,8
curious_queue,386,597,386,19
Karer816,0,0,0,0
jordwalke,720,63581,720,59
boluautomate,42,10,42,0
bkkrishnan,109,69,109,0
FunMachineLearn,0,0,0,0
adamsconsulting,42162,131679,42161,32
gabsgms_,613,373,0,0
GameHook_world,0,0,0,0
SamnangChhun,0,0,0,0
chinarddankhara,746,344,746,5
tonykipkemboi,1692,5044,1692,38
TYLERSlMONS,0,0,0,0
dclin,426,263,426,4
jrieke,703,1433,703,28
arnaudmiribel,933,522,933,18
tylerjrichards,573,1612,573,22
ThiagoTDotCom,0,0,0,0
thedataprof,791,29684,791,100
andfanilo,1291,3164,1291,47
sfahadahmed,699,50,699,1
Paul_Melman,0,0,0,0
yminsky,328,15234,328,60
Shivanikangral1,0,0,0,0
MatterIdentity,0,0,0,0
HarperSCarroll,0,0,0,0
PPezeshkpour,0,0,0,0
BogdanIonutCir2,0,0,0,0
t_andy_keller,1243,4036,1242,56
samcharrington,2712,19007,2712,113
MYKICKDIFFERENT,0,0,0,0
franc_castel,4691,4600,4690,0
MahsooSalimi,0,0,0,0
Ubunta,0,0,0,0
dptru10,2213,620,2213,10
ali_goodfellow,542,252,542,1
jrib_,308,747,308,9
aritraroy24,483,193,483,3
RyanTScott,0,0,0,0
Tejendr32692837,0,0,0,0
selva_odc,71,20,71,0
Sergei_Imaging,0,0,0,0
squarerobots,1131,1077,1131,7
IAMJBDEL,0,0,0,0
Pavankumar_3883,0,0,0,0
GnosisYu,0,0,0,0
danyallah_,1047,23,1047,0
ShuaichenChang,0,0,0,0
jiseon_kim1,507,214,507,18
divyat09,829,605,829,18
devansh0502,86,20,86,1
ChaseF1,0,0,0,0
EnYu_Daniel,0,0,0,0
LeanZubrezki,0,0,0,0
Stevenhurtador,0,0,0,0
alugupta,248,812,248,10
HemchandK,0,0,0,0
AshikurJamanSh,0,0,0,0
JohnetteU99241,0,0,0,0
w3b7rix,2298,403,2298,1
jose_garde,34855,42993,34854,14
golbin,752,15812,752,4
cc_parku,769,2589,769,2
divyasheess,41,119,41,7
rustammustafoev,103,3,103,0
katakata_yoshi,123,38,123,0
dongheena92,370,1906,370,4
bradneuberg,8619,11634,8619,89
KimMoore1052293,0,0,0,0
DevreSanjana,0,0,0,0
the_miladrahimi,5360,2071,5360,0
Magneto_mlm,0,0,0,0
nntsn,2596,1620,2596,35
ezcrypt,2405,645,2405,2
davidwhealey,437,255,437,2
rahul1987iit,270,145,270,13
GuangYangNLP,0,0,0,0
ilker_kesen,658,377,658,9
mauriceweberq,600,142,600,6
iwylin,1049,898,1049,65
yanaiela,1259,4027,1259,220
tal_haklay,547,589,547,32
RohanSaphal,0,0,0,0
ZainHasan6,0,0,0,0
SmithaKolan,0,0,0,0
QuickMagic_cn,0,0,0,0
AtarayoSD,0,0,0,0
JiriMaterna,0,0,0,0
bxp_creative,383,82,383,0
akhila_yerukola,826,494,826,58
MartijnKleppe,0,0,0,0
YooYeonSung1,0,0,0,0
_srishtiyadav,500,1248,500,42
_adamr_1,195,24,195,0
merpeltje,583,2349,583,23
maxwelllebeau,58,4,58,0
priyansh0305,92,44,92,0
20Sunpreet,0,0,0,0
imtiazhabib_17,570,39,570,0
alonextou,1429,487,1429,2
ProfCellular,0,0,0,0
ryanstout,297,825,297,2
JuliaRuRogers,0,0,0,0
RobbinBouwmees,0,0,0,0
satyatifrh,1884,329,1884,7
Noni18441830,0,0,0,0
subes01,590,6157,590,8
B__Ai_,0,0,0,0
mnishi41,2437,36506,2437,1
mo_lotfollahi,4008,11631,4007,76
AbrahannyR,0,0,0,0
KyleVerrier,0,0,0,0
WilliamLamkin,0,0,0,0
ChrisKane155092,0,0,0,0
RalfKlinkenberg,0,0,0,0
demystifying_ai,15,4,15,0
mohammadbaki13,555,37,555,0
SsseventyLeven,0,0,0,0
TeckableSkills,0,0,0,0
m2saxon,1677,2950,1677,174
WeijiaShi2,0,0,0,0
zi_liang95342,28,1,28,0
Jakebot_exe,0,0,0,0
sai_guruju_95,174,13,174,1
taoyds,880,4973,880,165
achraf__abbaoui,59,7,59,0
kalashnikov116,882,82,882,1
3D6E5V,0,0,0,0
akhildooliganti,2095,145,2095,1
Ruby_2801,0,0,0,0
patedhav,2882,383,2882,0
kushal1t,369,704,369,31
xri_dsa,1161,68,1161,0
__nikitha,273,1411,273,13
gpusteve,499,207,498,2
iskondrash,913,341,913,0
RobVaughanMS,0,0,0,0
Kritika59,0,0,0,0
graycrawford,1821,7430,1821,31
ShreyasPatil_,0,0,0,0
postimortem,52,4,52,0
codeWalker66,0,0,0,0
carey_phelps,829,871,829,28
sanad_maker,1807,410,1807,17
thevishalagarwl,712,273,712,9
RulinShao,0,0,0,0
saucebook,14174,27085,14171,10
woodyszhu,732,249,732,3
youwenjun918,2332,3,0,0
JCScherba,0,0,0,0
nxmyx_,351,6,351,0
eugeniarho,646,901,646,22
jeff_weintraub,4805,712,4805,4
ali_moiz,1910,20483,1910,19
robert_nlp,1795,239,1795,21
danielmisrael,5965,934,5965,48
zhuangh,3727,648,3727,3
HaritzPuerto,0,0,0,0
keenansamway,239,64,239,3
DonaldMHLam,0,0,0,0
50skillsHR,0,0,0,0
vikramsampath,1828,291718,1828,13
SureshBeekhan,0,0,0,0
tomau1704,582,422,582,0
belizgunel,1116,2411,1116,40
SBoraErdemli,0,0,0,0
conorheins,1006,1102,1006,6
alexhdezgcia,1229,2637,1229,59
saraveramarjano,166,264,166,28
sinamoradi2002,2433,513,2432,4
WiMLworkshop,0,0,0,0
rosieyzh,569,524,569,27
majdi_has,229,189,229,10
karstanczak,569,697,569,73
TonyWenzel,0,0,0,0
Kbeckernator,0,0,0,0
TrevorDuguay,0,0,0,0
Shubhamd2111,0,0,0,0
HaohanWang,0,0,0,0
rbhattttt,28,1,28,0
bisan_owda11,7500,907,7500,0
sagecodes,742,1585,742,11
sylviatong_tech,757,107,757,1
5ergio_Cuellar,0,0,0,0
JagdeepBhatia8,0,0,0,0
james3neal,9711,9623,9711,1
qamcintyre,319,641,319,16
MathewABarlow,0,0,0,0
dougmcneall,1471,14773,1471,2
LtsSecure,0,0,0,0
PyTweeter93074,0,0,0,0
ajan1019,1519,143,1519,1
Aravindh_R,0,0,0,0
mtoneva1,563,2861,563,89
KanakaRajanPhD,0,0,0,0
ashishthomas6,623,965,623,1
TabithaG89108,0,0,0,0
ShapeBizTech,0,0,0,0
InderJaggi1,0,0,0,0
AIML_lang,0,0,0,0
SammyGoops,0,0,0,0
nikola_katic,1984,1302,1984,1
MilanoSoftware,0,0,0,0
OGDEEPS,0,0,0,0
high_to_death,316,176,316,0
Sitbaq,0,0,0,0
p_fecht,315,62,315,2
MLSummit_DE,0,0,0,0
swartchris8,165,63,165,2
FullStackML,0,0,0,0
LTDManagement,0,0,0,0
Arthurcbaia_,0,0,0,0
HuaWenyue31539,0,0,0,0
WeizheY,0,0,0,0
yoshitomo_cs,331,1806,331,45
mattf1n,903,998,903,76
dan_fried,859,3432,859,171
floatnine,1813,297,1813,1
frontendjobsin,265,63,265,0
SalarRahmanian,0,0,0,0
BenNadel,0,0,0,0
PMoutis,0,0,0,0
wanderlust2030,1714,166,1714,0
em__black,73,92,73,2
PhilLikesAi,0,0,0,0
onnbase,407,180,407,1
RegGreetham,0,0,0,0
hoeadrian,4569,3798,4569,3
def__naman__,450,14,450,1
AlexiGlad,0,0,0,0
Lets_coD,0,0,0,0
tobins,1353,1419,1353,1
Brainydaps,0,0,0,0
houssamfidani,454,78,454,0
baellouf,501,80,501,1
dush_kewat7454,22,0,22,0
vivekkushal,752,129,752,0
vs40205,274,7,274,0
jrarredondo,1599,287,1599,1
ReneeJJJ,0,0,0,0
_RyanBoyle_,0,0,0,0
TheOneKitoye,0,0,0,0
moGaberSayed,0,0,0,0
EFGoodness,0,0,0,0
ImlerMatthew,0,0,0,0
rybroun,461,122,461,0
astarasikov,2517,2614,2517,4
nikunjbjj,300,481,300,3
Srinidh37255065,0,0,0,0
alex_combessie,3245,4697,3245,28
nishimiya,638,1243,638,7
SCurveSurfer,0,0,0,0
talusbio,82,660,82,3
W3ASPNet,0,0,0,0
Daming_Lu,0,0,0,0
nicahamdi,0,0,0,0
iamdipta007,1409,239,1409,21
DesingerEmail,0,0,0,0
StudioLUKI,0,0,0,0
DaveShah,0,0,0,0
m94816357,4577,223,4577,0
topjqueryplugin,602,222,602,1
KaivuHariharan,0,0,0,0
_joanna_yoo,592,1206,592,52
nilshoehing,661,103,661,3
JordiClive,0,0,0,0
amir_nlp,2907,787,2907,33
SerialDev,0,0,0,0
gaurish_thakkar,679,59,679,0
_jiandong,533,33,533,1
SciArtMagic,0,0,0,0
fabiannagel_,1327,67,1327,1
KlearStack,0,0,0,0
BioGeek,0,0,0,0
Deep_In_Depth,0,0,0,0
nletcher,7503,1395,7503,37
adyaman,942,479,942,7
clattner_llvm,188,85402,188,197
NetScoreTech,0,0,0,0
wonderingishika,1035,354,1035,29
AliAthar1401,0,0,0,0
GiwonHong413849,0,0,0,0
hooni_ne,685,122,685,2
nishitanand99,2460,99,2460,3
SergushkinD,0,0,0,0
gangliao101,693,96,693,2
UsmanAb15354612,0,0,0,0
ofcboogeyman,270,506,270,2
NafetsWirth,0,0,0,0
trymicro,413,2527,413,5
Micah_Johnson3,0,0,0,0
NikosKazazakis,0,0,0,0
iuneracom,955,451,955,1
modulify,1040,595,1040,1
RakibMollah99,0,0,0,0
Hyyu_1998,0,0,0,0
LindorffLarsen,0,0,0,0
adel_elmahdy,2318,566,2318,15
NetrackPvtLtd,0,0,0,0
rajuramanna,321,79,321,0
mrm_196,376,99,376,1
shrey_g,4582,640,4581,3
